Region,Country Code,Country,Year,Indicator Code,Indicator Name,Indicator Short Name,Category,Value Type,Sum of Value,Sum of Previous Year Value,Sum of Growth Rate %,Sum of Country Share %
Southeast Asia,IDN,Indonesia,2014,SP.POP.TOTL,Total Population,Population,Population,People,258877399,255852467,1.18%,7.27%
Southeast Asia,IDN,Indonesia,2015,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.36312061196646,6.39492882396559,-0.50%,13.03%
Southeast Asia,IDN,Indonesia,2015,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.1601792598059,23.6659845969367,-10.59%,5.56%
Southeast Asia,IDN,Indonesia,2015,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.4926435578886,13.3367549992146,1.17%,10.28%
Southeast Asia,IDN,Indonesia,2015,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,860854232686.214,890814755533.537,-3.36%,4.62%
Southeast Asia,IDN,Indonesia,2015,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3288.22269725538,3441.06808464008,-4.44%,2.35%
Southeast Asia,IDN,Indonesia,2015,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.514,4.049,11.48%,7.02%
Southeast Asia,IDN,Indonesia,2015,SP.POP.TOTL,Total Population,Population,Population,People,261799249,258877399,1.13%,7.28%
Southeast Asia,IDN,Indonesia,2016,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.52580452815451,6.36312061196646,-44.59%,7.50%
Southeast Asia,IDN,Indonesia,2016,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,19.0889938536664,21.1601792598059,-9.79%,5.30%
Southeast Asia,IDN,Indonesia,2016,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.4787485470271,13.4926435578886,-0.10%,10.66%
Southeast Asia,IDN,Indonesia,2016,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,931877364037.698,860854232686.214,8.25%,4.85%
Southeast Asia,IDN,Indonesia,2016,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3521.46943457574,3288.22269725538,7.09%,2.55%
Southeast Asia,IDN,Indonesia,2016,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.301,4.514,-4.72%,6.80%
Southeast Asia,IDN,Indonesia,2016,SP.POP.TOTL,Total Population,Population,Population,People,264627418,261799249,1.08%,7.29%
Southeast Asia,IDN,Indonesia,2017,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.80879857691949,3.52580452815451,8.03%,8.09%
Southeast Asia,IDN,Indonesia,2017,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,20.1773044351106,19.0889938536664,5.70%,5.46%
Southeast Asia,IDN,Indonesia,2017,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.1566308462661,13.4787485470271,-2.39%,10.68%
Southeast Asia,IDN,Indonesia,2017,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1015618744159.73,931877364037.698,8.99%,4.84%
Southeast Asia,IDN,Indonesia,2017,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3798.88326174526,3521.46943457574,7.88%,2.62%
Southeast Asia,IDN,Indonesia,2017,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.783,4.301,-12.04%,5.87%
Southeast Asia,IDN,Indonesia,2017,SP.POP.TOTL,Total Population,Population,Population,People,267346658,264627418,1.03%,7.30%
Southeast Asia,IDN,Indonesia,2018,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.19834755924996,3.80879857691949,-16.03%,6.32%
Southeast Asia,IDN,Indonesia,2018,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.0027464972455,20.1773044351106,4.09%,5.58%
Southeast Asia,IDN,Indonesia,2018,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,12.8084975586902,13.1566308462661,-2.65%,10.85%
Southeast Asia,IDN,Indonesia,2018,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1042271532988.63,1015618744159.73,2.62%,4.53%
Southeast Asia,IDN,Indonesia,2018,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3860.95353090726,3798.88326174526,1.63%,2.45%
Southeast Asia,IDN,Indonesia,2018,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.387,3.783,15.97%,6.63%
Southeast Asia,IDN,Indonesia,2018,SP.POP.TOTL,Total Population,Population,Population,People,269951846,267346658,0.97%,7.31%
Southeast Asia,IDN,Indonesia,2019,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.03058460941661,3.19834755924996,-5.25%,6.31%
Southeast Asia,IDN,Indonesia,2019,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,18.5915277970883,21.0027464972455,-11.48%,5.05%
Southeast Asia,IDN,Indonesia,2019,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,12.7126026577522,12.8084975586902,-0.75%,10.91%
Southeast Asia,IDN,Indonesia,2019,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1119099871350.2,1042271532988.63,7.37%,4.76%
Southeast Asia,IDN,Indonesia,2019,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4106.94856160358,3860.95353090726,6.37%,2.65%
Southeast Asia,IDN,Indonesia,2019,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.59,4.387,-18.17%,5.29%
Southeast Asia,IDN,Indonesia,2019,SP.POP.TOTL,Total Population,Population,Population,People,272489381,269951846,0.94%,7.32%
Southeast Asia,IDN,Indonesia,2020,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.91983527270793,3.03058460941661,-36.65%,3.80%
Southeast Asia,IDN,Indonesia,2020,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,17.3311682848923,18.5915277970883,-6.78%,5.05%
Southeast Asia,IDN,Indonesia,2020,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.6984142796138,12.7126026577522,7.75%,10.98%
Southeast Asia,IDN,Indonesia,2020,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1059054842698.48,1119099871350.2,-5.37%,4.51%
Southeast Asia,IDN,Indonesia,2020,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3853.70288774146,4106.94856160358,-6.17%,2.76%
Southeast Asia,IDN,Indonesia,2020,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.255,3.59,18.52%,5.28%
Southeast Asia,IDN,Indonesia,2020,SP.POP.TOTL,Total Population,Population,Population,People,274814866,272489381,0.85%,7.33%
Southeast Asia,IDN,Indonesia,2021,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.56007882983334,1.91983527270793,-18.74%,2.53%
Southeast Asia,IDN,Indonesia,2021,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.4165556390653,17.3311682848923,23.57%,5.65%
Southeast Asia,IDN,Indonesia,2021,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.2801691376596,13.6984142796138,-3.05%,10.79%
Southeast Asia,IDN,Indonesia,2021,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1186509691086.73,1059054842698.48,12.03%,4.24%
Southeast Asia,IDN,Indonesia,2021,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4287.17313995098,3853.70288774146,11.25%,2.63%
Southeast Asia,IDN,Indonesia,2021,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.827,4.255,-10.06%,5.19%
Southeast Asia,IDN,Indonesia,2021,SP.POP.TOTL,Total Population,Population,Population,People,276758053,274814866,0.71%,7.34%
Southeast Asia,IDN,Indonesia,2022,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.20946463714784,1.56007882983334,169.82%,2.26%
Southeast Asia,IDN,Indonesia,2022,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,24.5029116862832,21.4165556390653,14.41%,5.86%
Southeast Asia,IDN,Indonesia,2022,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,12.3996501634108,13.2801691376596,-6.63%,10.41%
Southeast Asia,IDN,Indonesia,2022,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1319101183380.15,1186509691086.73,11.17%,4.58%
Southeast Asia,IDN,Indonesia,2022,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4730.83484836107,4287.17313995098,10.35%,2.69%
Southeast Asia,IDN,Indonesia,2022,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.462,3.827,-9.54%,5.41%
Southeast Asia,IDN,Indonesia,2022,SP.POP.TOTL,Total Population,Population,Population,People,278830529,276758053,0.75%,7.35%
Southeast Asia,IDN,Indonesia,2023,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.66938654859761,4.20946463714784,-12.83%,2.66%
Southeast Asia,IDN,Indonesia,2023,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.7538472039177,24.5029116862832,-11.22%,5.54%
Southeast Asia,IDN,Indonesia,2023,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,12.5294214769584,12.3996501634108,1.05%,10.59%
Southeast Asia,IDN,Indonesia,2023,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1371169301563.62,1319101183380.15,3.95%,4.68%
Southeast Asia,IDN,Indonesia,2023,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4876.30774512252,4730.83484836107,3.07%,2.77%
Southeast Asia,IDN,Indonesia,2023,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.308,3.462,-4.45%,5.72%
Southeast Asia,IDN,Indonesia,2023,SP.POP.TOTL,Total Population,Population,Population,People,281190067,278830529,0.85%,7.37%
Southeast Asia,IDN,Indonesia,2024,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.18151273615189,3.66938654859761,-40.55%,2.17%
Southeast Asia,IDN,Indonesia,2024,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,22.18331286866,21.7538472039177,1.97%,7.81%
Southeast Asia,IDN,Indonesia,2024,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,12.6086658797584,12.5294214769584,0.63%,10.55%
Southeast Asia,IDN,Indonesia,2024,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1396300098190.97,1371169301563.62,1.83%,4.58%
Southeast Asia,IDN,Indonesia,2024,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4925.43048751861,4876.30774512252,1.01%,2.73%
Southeast Asia,IDN,Indonesia,2024,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.301,3.308,-0.21%,5.79%
Southeast Asia,IDN,Indonesia,2024,SP.POP.TOTL,Total Population,Population,Population,People,283487931,281190067,0.82%,7.38%
Southeast Asia,MYS,Malaysia,2000,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.53474023697699,,,1.90%
Southeast Asia,MYS,Malaysia,2000,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,119.809708726968,,,31.95%
Southeast Asia,MYS,Malaysia,2000,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.59902188826631,,,4.58%
Southeast Asia,MYS,Malaysia,2000,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,93789736842.1053,,,2.85%
Southeast Asia,MYS,Malaysia,2000,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4083.52874483605,,,6.11%
Southeast Asia,MYS,Malaysia,2000,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3,,,5.05%
Southeast Asia,MYS,Malaysia,2000,SP.POP.TOTL,Total Population,Population,Population,People,22967816,,,0.76%
Southeast Asia,MYS,Malaysia,2001,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.41678473206098,1.53474023697699,-7.69%,1.46%
Southeast Asia,MYS,Malaysia,2001,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,110.402491356547,119.809708726968,-7.85%,26.74%
Southeast Asia,MYS,Malaysia,2001,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.01097059098812,8.59902188826631,-6.84%,4.44%
Southeast Asia,MYS,Malaysia,2001,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,92783947368.4211,93789736842.1053,-1.07%,2.79%
Southeast Asia,MYS,Malaysia,2001,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,3943.79943910239,4083.52874483605,-3.42%,6.38%
Southeast Asia,MYS,Malaysia,2001,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.53,3,17.67%,5.62%
Southeast Asia,MYS,Malaysia,2001,SP.POP.TOTL,Total Population,Population,Population,People,23526538,22967816,2.43%,0.77%
Southeast Asia,MYS,Malaysia,2002,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.80787246281536,1.41678473206098,27.60%,2.14%
Southeast Asia,MYS,Malaysia,2002,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,108.305302795051,110.402491356547,-1.90%,27.18%
Southeast Asia,MYS,Malaysia,2002,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.98508140381459,8.01097059098812,12.16%,5.22%
Southeast Asia,MYS,Malaysia,2002,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,100845526315.789,92783947368.4211,8.69%,2.75%
Southeast Asia,MYS,Malaysia,2002,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4184.03163773539,3943.79943910239,6.09%,6.50%
Southeast Asia,MYS,Malaysia,2002,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.48,3.53,-1.42%,5.17%
Southeast Asia,MYS,Malaysia,2002,SP.POP.TOTL,Total Population,Population,Population,People,24102477,23526538,2.45%,0.78%
Southeast Asia,MYS,Malaysia,2003,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.08967632577286,1.80787246281536,-39.73%,1.84%
Southeast Asia,MYS,Malaysia,2003,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,106.943446148115,108.305302795051,-1.26%,26.19%
Southeast Asia,MYS,Malaysia,2003,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,9.30608521643197,8.98508140381459,3.57%,5.62%
Southeast Asia,MYS,Malaysia,2003,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,110202368421.053,100845526315.789,9.28%,2.61%
Southeast Asia,MYS,Malaysia,2003,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4465.32194567208,4184.03163773539,6.72%,6.32%
Southeast Asia,MYS,Malaysia,2003,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.61,3.48,3.74%,5.26%
Southeast Asia,MYS,Malaysia,2003,SP.POP.TOTL,Total Population,Population,Population,People,24679602,24102477,2.39%,0.78%
Southeast Asia,MYS,Malaysia,2004,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.42127115937402,1.08967632577286,30.43%,2.67%
Southeast Asia,MYS,Malaysia,2004,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,115.373337721075,106.943446148115,7.88%,25.95%
Southeast Asia,MYS,Malaysia,2004,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,9.27100209261509,9.30608521643197,-0.38%,5.78%
Southeast Asia,MYS,Malaysia,2004,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,124749473684.211,110202368421.053,13.20%,2.53%
Southeast Asia,MYS,Malaysia,2004,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,4939.24851854427,4465.32194567208,10.61%,6.14%
Southeast Asia,MYS,Malaysia,2004,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.54,3.61,-1.94%,5.06%
Southeast Asia,MYS,Malaysia,2004,SP.POP.TOTL,Total Population,Population,Population,People,25256772,24679602,2.34%,0.79%
Southeast Asia,MYS,Malaysia,2005,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.97507092684449,1.42127115937402,109.32%,4.55%
Southeast Asia,MYS,Malaysia,2005,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,112.898976779781,115.373337721075,-2.14%,24.85%
Southeast Asia,MYS,Malaysia,2005,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.26229170422644,9.27100209261509,-10.88%,5.42%
Southeast Asia,MYS,Malaysia,2005,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,143534405818.501,124749473684.211,15.06%,2.47%
Southeast Asia,MYS,Malaysia,2005,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,5555.58179951206,4939.24851854427,12.48%,5.89%
Southeast Asia,MYS,Malaysia,2005,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.53,3.54,-0.28%,5.05%
Southeast Asia,MYS,Malaysia,2005,SP.POP.TOTL,Total Population,Population,Population,People,25836071,25256772,2.29%,0.80%
Southeast Asia,MYS,Malaysia,2006,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.60923564224389,2.97507092684449,21.32%,5.17%
Southeast Asia,MYS,Malaysia,2006,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,112.18548084399,112.898976779781,-0.63%,24.49%
Southeast Asia,MYS,Malaysia,2006,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,8.60998284136304,8.26229170422644,4.21%,5.92%
Southeast Asia,MYS,Malaysia,2006,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,162692258307.056,143534405818.501,13.35%,2.40%
Southeast Asia,MYS,Malaysia,2006,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,6158.40785533236,5555.58179951206,10.85%,5.79%
Southeast Asia,MYS,Malaysia,2006,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.32,3.53,-5.95%,4.97%
Southeast Asia,MYS,Malaysia,2006,SP.POP.TOTL,Total Population,Population,Population,People,26417909,25836071,2.25%,0.81%
Southeast Asia,MYS,Malaysia,2007,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.02735317779569,3.60923564224389,-43.83%,2.90%
Southeast Asia,MYS,Malaysia,2007,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,106.168274866985,112.18548084399,-5.36%,23.47%
Southeast Asia,MYS,Malaysia,2007,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,9.98677367962245,8.60998284136304,15.99%,6.91%
Southeast Asia,MYS,Malaysia,2007,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,193549569477.733,162692258307.056,18.97%,2.32%
Southeast Asia,MYS,Malaysia,2007,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,7168.93031942508,6158.40785533236,16.41%,6.20%
Southeast Asia,MYS,Malaysia,2007,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.31,3.32,-0.30%,4.99%
Southeast Asia,MYS,Malaysia,2007,SP.POP.TOTL,Total Population,Population,Population,People,26998389,26417909,2.20%,0.82%
Southeast Asia,MYS,Malaysia,2008,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,5.44078221100769,2.02735317779569,168.37%,4.22%
Southeast Asia,MYS,Malaysia,2008,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,99.4995772447266,106.168274866985,-6.28%,21.47%
Southeast Asia,MYS,Malaysia,2008,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,9.96858233467411,9.98677367962245,-0.18%,6.85%
Southeast Asia,MYS,Malaysia,2008,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,230811614370.384,193549569477.733,19.25%,2.39%
Southeast Asia,MYS,Malaysia,2008,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,8371.82156086005,7168.93031942508,16.78%,6.72%
Southeast Asia,MYS,Malaysia,2008,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.34,3.31,0.91%,5.11%
Southeast Asia,MYS,Malaysia,2008,SP.POP.TOTL,Total Population,Population,Population,People,27570059,26998389,2.12%,0.83%
Southeast Asia,MYS,Malaysia,2009,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,0.583308405623702,5.44078221100769,-89.28%,0.91%
Southeast Asia,MYS,Malaysia,2009,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,91.4167918670926,99.4995772447266,-8.12%,21.90%
Southeast Asia,MYS,Malaysia,2009,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,9.21910004390782,9.96858233467411,-7.52%,6.24%
Southeast Asia,MYS,Malaysia,2009,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,202257453036.641,230811614370.384,-12.37%,2.04%
Southeast Asia,MYS,Malaysia,2009,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,7191.43287234626,8371.82156086005,-14.10%,6.98%
Southeast Asia,MYS,Malaysia,2009,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.62,3.34,8.38%,5.19%
Southeast Asia,MYS,Malaysia,2009,SP.POP.TOTL,Total Population,Population,Population,People,28124778,27570059,2.01%,0.83%
Southeast Asia,MYS,Malaysia,2010,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.62285235577035,0.583308405623702,178.22%,2.13%
Southeast Asia,MYS,Malaysia,2010,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,86.9302950693543,91.4167918670926,-4.91%,22.15%
Southeast Asia,MYS,Malaysia,2010,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,10.0899159275121,9.21910004390782,9.45%,6.89%
Southeast Asia,MYS,Malaysia,2010,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,255017638455.59,202257453036.641,26.09%,2.11%
Southeast Asia,MYS,Malaysia,2010,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,8899.34505544675,7191.43287234626,23.75%,7.14%
Southeast Asia,MYS,Malaysia,2010,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.32,3.62,-8.29%,5.19%
