Region,Country Code,Country,Year,Indicator Code,Indicator Name,Indicator Short Name,Category,Value Type,Sum of Value,Sum of Previous Year Value,Sum of Growth Rate %,Sum of Country Share %
South Asia,IND,India,2011,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,24.5404113195713,22.4009332487945,9.55%,5.85%
South Asia,IND,India,2011,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,17.191973558015,17.0265090136912,0.97%,11.84%
South Asia,IND,India,2011,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1823051829894.55,1675615519484.96,8.80%,12.72%
South Asia,IND,India,2011,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1445.46127486037,1347.51939071367,7.27%,1.01%
South Asia,IND,India,2011,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.609,7.631,-0.29%,12.52%
South Asia,IND,India,2011,SP.POP.TOTL,Total Population,Population,Population,People,1261224954,1243481564,1.43%,36.59%
South Asia,IND,India,2012,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,9.47899691419801,8.91179336483371,6.36%,14.46%
South Asia,IND,India,2012,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,24.534430661418,24.5404113195713,-0.02%,5.84%
South Asia,IND,India,2012,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.8453770661356,17.191973558015,-2.02%,12.12%
South Asia,IND,India,2012,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1827637590410.41,1823051829894.55,0.25%,11.73%
South Asia,IND,India,2012,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1429.32199520032,1445.46127486037,-1.12%,0.96%
South Asia,IND,India,2012,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.645,7.609,0.47%,12.34%
South Asia,IND,India,2012,SP.POP.TOTL,Total Population,Population,Population,People,1278674502,1261224954,1.38%,36.68%
South Asia,IND,India,2013,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,10.0178784746102,9.47899691419801,5.69%,15.24%
South Asia,IND,India,2013,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,25.430861300519,24.534430661418,3.65%,6.20%
South Asia,IND,India,2013,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,17.1484235433697,16.8453770661356,1.80%,12.65%
South Asia,IND,India,2013,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1856721507621.58,1827637590410.41,1.59%,10.97%
South Asia,IND,India,2013,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1432.84397512195,1429.32199520032,0.25%,0.94%
South Asia,IND,India,2013,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.678,7.645,0.43%,12.29%
South Asia,IND,India,2013,SP.POP.TOTL,Total Population,Population,Population,People,1295829511,1278674502,1.34%,36.78%
South Asia,IND,India,2014,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.66565671867899,10.0178784746102,-33.46%,11.38%
South Asia,IND,India,2014,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,22.9679630081172,25.430861300519,-9.68%,5.81%
South Asia,IND,India,2014,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.7919345145039,17.1484235433697,-2.08%,12.60%
South Asia,IND,India,2014,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2039126479154.52,1856721507621.58,9.82%,11.20%
South Asia,IND,India,2014,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1553.88396075118,1432.84397512195,8.45%,1.01%
South Asia,IND,India,2014,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.656,7.678,-0.29%,12.53%
South Asia,IND,India,2014,SP.POP.TOTL,Total Population,Population,Population,People,1312277191,1295829511,1.27%,36.88%
South Asia,IND,India,2015,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.90697344127256,6.66565671867899,-26.38%,10.05%
South Asia,IND,India,2015,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,19.8131891564045,22.9679630081172,-13.74%,5.21%
South Asia,IND,India,2015,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.1745081068401,16.7919345145039,-3.68%,12.33%
South Asia,IND,India,2015,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2103588360044.94,2039126479154.52,3.16%,11.29%
South Asia,IND,India,2015,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1583.99815907985,1553.88396075118,1.94%,1.13%
South Asia,IND,India,2015,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.629,7.656,-0.35%,11.87%
South Asia,IND,India,2015,SP.POP.TOTL,Total Population,Population,Population,People,1328024498,1312277191,1.20%,36.95%
South Asia,IND,India,2016,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.94821634062141,4.90697344127256,0.84%,10.53%
South Asia,IND,India,2016,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,19.1582349105946,19.8131891564045,-3.31%,5.32%
South Asia,IND,India,2016,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.3638005616331,16.1745081068401,1.17%,12.94%
South Asia,IND,India,2016,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2294796885663.16,2103588360044.94,9.09%,11.95%
South Asia,IND,India,2016,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1707.50892912243,1583.99815907985,7.80%,1.24%
South Asia,IND,India,2016,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.611,7.629,-0.24%,12.03%
South Asia,IND,India,2016,SP.POP.TOTL,Total Population,Population,Population,People,1343944296,1328024498,1.20%,37.04%
South Asia,IND,India,2017,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.32817337461298,4.94821634062141,-32.74%,7.07%
South Asia,IND,India,2017,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,18.7917648392982,19.1582349105946,-1.91%,5.08%
South Asia,IND,India,2017,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.5583314049368,16.3638005616331,1.19%,13.44%
South Asia,IND,India,2017,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2651474262755.45,2294796885663.16,15.54%,12.63%
South Asia,IND,India,2017,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1950.10468280866,1707.50892912243,14.21%,1.34%
South Asia,IND,India,2017,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.626,7.611,0.20%,11.82%
South Asia,IND,India,2017,SP.POP.TOTL,Total Population,Population,Population,People,1359657400,1343944296,1.17%,37.13%
South Asia,IND,India,2018,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.9388264669163,3.32817337461298,18.35%,7.78%
South Asia,IND,India,2018,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,19.9278285988562,18.7917648392982,6.05%,5.30%
South Asia,IND,India,2018,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.031630686449,16.5583314049368,-3.18%,13.58%
South Asia,IND,India,2018,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2702929641648.74,2651474262755.45,1.94%,11.75%
South Asia,IND,India,2018,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1966.25455171679,1950.10468280866,0.83%,1.25%
South Asia,IND,India,2018,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.652,7.626,0.34%,11.57%
South Asia,IND,India,2018,SP.POP.TOTL,Total Population,Population,Population,People,1374659064,1359657400,1.10%,37.22%
South Asia,IND,India,2019,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.72950573539129,3.9388264669163,-5.31%,7.77%
South Asia,IND,India,2019,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,18.664264897257,19.9278285988562,-6.34%,5.07%
South Asia,IND,India,2019,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.7555683032837,16.031630686449,4.52%,14.38%
South Asia,IND,India,2019,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2835606256558.19,2702929641648.74,4.91%,12.05%
South Asia,IND,India,2019,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2041.42863698585,1966.25455171679,3.82%,1.32%
South Asia,IND,India,2019,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,6.51,7.652,-14.92%,9.59%
South Asia,IND,India,2019,SP.POP.TOTL,Total Population,Population,Population,People,1389030312,1374659064,1.05%,37.31%
South Asia,IND,India,2020,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.62343677628535,3.72950573539129,77.60%,13.10%
South Asia,IND,India,2020,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,18.6824769296756,18.664264897257,0.10%,5.45%
South Asia,IND,India,2020,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,18.6685376603727,16.7555683032837,11.42%,14.97%
South Asia,IND,India,2020,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,2674851578587.27,2835606256558.19,-5.67%,11.40%
South Asia,IND,India,2020,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1907.04251637669,2041.42863698585,-6.58%,1.37%
South Asia,IND,India,2020,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.859,6.51,20.72%,9.75%
South Asia,IND,India,2020,SP.POP.TOTL,Total Population,Population,Population,People,1402617695,1389030312,0.98%,37.40%
South Asia,IND,India,2021,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,5.13140747176369,6.62343677628535,-22.53%,8.32%
South Asia,IND,India,2021,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.3991583305515,18.6824769296756,14.54%,5.65%
South Asia,IND,India,2021,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,17.3725615260314,18.6685376603727,-6.94%,14.11%
South Asia,IND,India,2021,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,3167270623260.47,2674851578587.27,18.41%,11.31%
South Asia,IND,India,2021,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2239.61384367482,1907.04251637669,17.44%,1.37%
South Asia,IND,India,2021,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,6.38,7.859,-18.82%,8.65%
South Asia,IND,India,2021,SP.POP.TOTL,Total Population,Population,Population,People,1414203896,1402617695,0.83%,37.49%
South Asia,IND,India,2022,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.69903414079852,5.13140747176369,30.55%,3.59%
South Asia,IND,India,2022,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,23.2515412045298,21.3991583305515,8.66%,5.56%
South Asia,IND,India,2022,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.5461295925754,17.3725615260314,-4.76%,13.90%
South Asia,IND,India,2022,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,3346107287730.93,3167270623260.47,5.65%,11.61%
South Asia,IND,India,2022,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2347.44829434623,2239.61384367482,4.81%,1.34%
South Asia,IND,India,2022,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.822,6.38,-24.42%,7.53%
South Asia,IND,India,2022,SP.POP.TOTL,Total Population,Population,Population,People,1425423212,1414203896,0.79%,37.56%
South Asia,IND,India,2023,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,5.64914318907925,6.69903414079852,-15.67%,4.10%
South Asia,IND,India,2023,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.4486977833541,23.2515412045298,-7.75%,5.46%
South Asia,IND,India,2023,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.1931893571591,16.5461295925754,-2.13%,13.69%
South Asia,IND,India,2023,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,3638489096033.86,3346107287730.93,8.74%,12.42%
South Asia,IND,India,2023,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2530.12031278204,2347.44829434623,7.78%,1.44%
South Asia,IND,India,2023,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.172,4.822,-13.48%,7.22%
South Asia,IND,India,2023,SP.POP.TOTL,Total Population,Population,Population,People,1438069596,1425423212,0.89%,37.68%
South Asia,IND,India,2024,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.95303550973656,5.64914318907925,-12.32%,4.92%
South Asia,IND,India,2024,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.1618460520863,21.4486977833541,-1.34%,7.45%
South Asia,IND,India,2024,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,16.2854335605917,16.1931893571591,0.57%,13.63%
South Asia,IND,India,2024,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,3909891533858.08,3638489096033.86,7.46%,12.84%
South Asia,IND,India,2024,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2694.73780859961,2530.12031278204,6.51%,1.49%
South Asia,IND,India,2024,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.173,4.172,0.02%,7.32%
South Asia,IND,India,2024,SP.POP.TOTL,Total Population,Population,Population,People,1450935791,1438069596,0.89%,37.80%
South Asia,LKA,Sri Lanka,2000,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.17627591012045,,,7.64%
South Asia,LKA,Sri Lanka,2000,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,39.015700886425,,,10.41%
South Asia,LKA,Sri Lanka,2000,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,19.9273150418722,,,10.62%
South Asia,LKA,Sri Lanka,2000,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,16595882818.6857,,,0.50%
South Asia,LKA,Sri Lanka,2000,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,860.199884304769,,,1.29%
South Asia,LKA,Sri Lanka,2000,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.74,,,13.02%
South Asia,LKA,Sri Lanka,2000,SP.POP.TOTL,Total Population,Population,Population,People,19293054,,,0.64%
South Asia,LKA,Sri Lanka,2001,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,14.15845579912,6.17627591012045,129.24%,14.63%
South Asia,LKA,Sri Lanka,2001,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,37.3311884768914,39.015700886425,-4.32%,9.04%
South Asia,LKA,Sri Lanka,2001,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,20.0666052033611,19.9273150418722,0.70%,11.13%
South Asia,LKA,Sri Lanka,2001,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,15749753804.8344,16595882818.6857,-5.10%,0.47%
South Asia,LKA,Sri Lanka,2001,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,803.544026627385,860.199884304769,-6.59%,1.30%
South Asia,LKA,Sri Lanka,2001,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.9,7.74,2.07%,12.58%
South Asia,LKA,Sri Lanka,2001,SP.POP.TOTL,Total Population,Population,Population,People,19600362,19293054,1.59%,0.64%
South Asia,LKA,Sri Lanka,2002,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,9.55103167007251,14.15845579912,-32.54%,11.31%
South Asia,LKA,Sri Lanka,2002,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,34.9133301978336,37.3311884768914,-6.48%,8.76%
South Asia,LKA,Sri Lanka,2002,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,14.2793225360883,20.0666052033611,-28.84%,8.29%
South Asia,LKA,Sri Lanka,2002,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,16536535647.0834,15749753804.8344,5.00%,0.45%
South Asia,LKA,Sri Lanka,2002,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,834.936014905338,803.544026627385,3.91%,1.30%
South Asia,LKA,Sri Lanka,2002,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,8.76,7.9,10.89%,13.02%
South Asia,LKA,Sri Lanka,2002,SP.POP.TOTL,Total Population,Population,Population,People,19805752,19600362,1.05%,0.64%
South Asia,LKA,Sri Lanka,2003,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.31463787051174,9.55103167007251,-33.89%,10.68%
South Asia,LKA,Sri Lanka,2003,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,34.6535028324228,34.9133301978336,-0.74%,8.49%
South Asia,LKA,Sri Lanka,2003,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.230514884212,14.2793225360883,-7.34%,7.99%
South Asia,LKA,Sri Lanka,2003,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,18881765437.2151,16536535647.0834,14.18%,0.45%
South Asia,LKA,Sri Lanka,2003,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,946.382255128072,834.936014905338,13.35%,1.34%
South Asia,LKA,Sri Lanka,2003,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,8.22,8.76,-6.16%,11.98%
South Asia,LKA,Sri Lanka,2003,SP.POP.TOTL,Total Population,Population,Population,People,19951521,19805752,0.74%,0.63%
South Asia,LKA,Sri Lanka,2004,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,7.57592582995856,6.31463787051174,19.97%,14.23%
South Asia,LKA,Sri Lanka,2004,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,35.3309027324412,34.6535028324228,1.95%,7.95%
South Asia,LKA,Sri Lanka,2004,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,12.5438041438828,13.230514884212,-5.19%,7.82%
South Asia,LKA,Sri Lanka,2004,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,20662525941.2985,18881765437.2151,9.43%,0.42%
South Asia,LKA,Sri Lanka,2004,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1028.62068132555,946.382255128072,8.69%,1.28%
South Asia,LKA,Sri Lanka,2004,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,8.38,8.22,1.95%,11.98%
South Asia,LKA,Sri Lanka,2004,SP.POP.TOTL,Total Population,Population,Population,People,20087605,19951521,0.68%,0.63%
South Asia,LKA,Sri Lanka,2005,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,11.6396860971118,7.57592582995856,53.64%,17.78%
South Asia,LKA,Sri Lanka,2005,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,32.3368729874893,35.3309027324412,-8.47%,7.12%
South Asia,LKA,Sri Lanka,2005,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,11.8194768226447,12.5438041438828,-5.77%,7.75%
South Asia,LKA,Sri Lanka,2005,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,24405791044.7761,20662525941.2985,18.12%,0.42%
South Asia,LKA,Sri Lanka,2005,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1207.21994764165,1028.62068132555,17.36%,1.28%
South Asia,LKA,Sri Lanka,2005,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,7.67,8.38,-8.47%,10.97%
South Asia,LKA,Sri Lanka,2005,SP.POP.TOTL,Total Population,Population,Population,People,20216524,20087605,0.64%,0.63%
South Asia,LKA,Sri Lanka,2006,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,10.0201836057035,11.6396860971118,-13.91%,14.35%
South Asia,LKA,Sri Lanka,2006,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,30.1285270937972,32.3368729874893,-6.83%,6.58%
South Asia,LKA,Sri Lanka,2006,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,11.3362802346632,11.8194768226447,-4.09%,7.79%
South Asia,LKA,Sri Lanka,2006,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,28267410542.5164,24405791044.7761,15.82%,0.42%
South Asia,LKA,Sri Lanka,2006,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1388.89739119932,1207.21994764165,15.05%,1.31%
South Asia,LKA,Sri Lanka,2006,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,6.5,7.67,-15.25%,9.73%
South Asia,LKA,Sri Lanka,2006,SP.POP.TOTL,Total Population,Population,Population,People,20352411,20216524,0.67%,0.62%
South Asia,LKA,Sri Lanka,2007,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,15.8421114924843,10.0201836057035,58.10%,22.66%
South Asia,LKA,Sri Lanka,2007,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,29.1149996870361,30.1285270937972,-3.36%,6.43%
South Asia,LKA,Sri Lanka,2007,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,11.6831643328505,11.3362802346632,3.06%,8.09%
South Asia,LKA,Sri Lanka,2007,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,32350238760.4239,28267410542.5164,14.44%,0.39%
South Asia,LKA,Sri Lanka,2007,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1578.63451125392,1388.89739119932,13.66%,1.37%
South Asia,LKA,Sri Lanka,2007,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.97,6.5,-8.15%,9.01%
South Asia,LKA,Sri Lanka,2007,SP.POP.TOTL,Total Population,Population,Population,People,20492545,20352411,0.69%,0.62%
South Asia,LKA,Sri Lanka,2008,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,22.5644955300126,15.8421114924843,42.43%,17.51%
South Asia,LKA,Sri Lanka,2008,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,24.8414870988205,29.1149996870361,-14.68%,5.36%
South Asia,LKA,Sri Lanka,2008,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,13.379200767591,11.6831643328505,14.52%,9.20%
South Asia,LKA,Sri Lanka,2008,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,40713826215.0093,32350238760.4239,25.85%,0.42%
South Asia,LKA,Sri Lanka,2008,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,1973.58476901287,1578.63451125392,25.02%,1.58%
South Asia,LKA,Sri Lanka,2008,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.22,5.97,-12.56%,7.99%
South Asia,LKA,Sri Lanka,2008,SP.POP.TOTL,Total Population,Population,Population,People,20629378,20492545,0.67%,0.62%
South Asia,LKA,Sri Lanka,2009,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.46496322106074,22.5644955300126,-84.64%,5.38%
South Asia,LKA,Sri Lanka,2009,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,21.328366243783,24.8414870988205,-14.14%,5.11%
South Asia,LKA,Sri Lanka,2009,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,12.691971303497,13.379200767591,-5.14%,8.60%
South Asia,LKA,Sri Lanka,2009,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,42066224093.0065,40713826215.0093,3.32%,0.42%
South Asia,LKA,Sri Lanka,2009,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2026.65939950702,1973.58476901287,2.69%,1.97%
South Asia,LKA,Sri Lanka,2009,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,5.85,5.22,12.07%,8.39%
South Asia,LKA,Sri Lanka,2009,SP.POP.TOTL,Total Population,Population,Population,People,20756435,20629378,0.62%,0.62%
South Asia,LKA,Sri Lanka,2010,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,6.2176488930462,3.46496322106074,79.44%,8.15%
South Asia,LKA,Sri Lanka,2010,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,9.04833700762336,12.691971303497,-28.71%,6.18%
South Asia,LKA,Sri Lanka,2010,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,58636049434.1871,42066224093.0065,39.39%,0.49%
South Asia,LKA,Sri Lanka,2010,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,2808.36244503709,2026.65939950702,38.57%,2.25%
South Asia,LKA,Sri Lanka,2010,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.784,5.85,-18.22%,7.47%
